-4.63732,-4.56416,-4.35635,-3.98251,-3.42004,-2.70855,-1.89996,-1,0,0,
-4.74212,-4.67627,-4.50075,-4.22384,-3.80429,-3.28394,-2.64172,-1.87946,-0.996619,0,
-4.93975,-4.85997,-4.72437,-4.48082,-4.14216,-3.74405,-3.23624,-2.61751,-1.87882,-1,
-5.14065,-5.07432,-4.93564,-4.73687,-4.44905,-4.13008,-3.72109,-3.23401,-2.64631,-1.89997,
-5.37728,-5.30357,-5.16208,-4.95851,-4.71979,-4.44939,-4.1064,-3.72912,-3.28759,-2.7087,
-5.63316,-5.54901,-5.39373,-5.19768,-4.95766,-4.73247,-4.44996,-4.13161,-3.81271,-3.42169,
-5.89296,-5.77478,-5.60322,-5.40843,-5.17925,-4.95112,-4.7088,-4.44641,-4.20219,-4.0037,
-6.16604,-6.00911,-5.80935,-5.61139,-5.37137,-5.15066,-4.93578,-4.71112,-4.5326,-4.39688,
-6.44839,-6.24937,-6.02567,-5.79256,-5.54439,-5.28734,-5.07829,-4.88881,-4.72625,-4.60459,
-6.74067,-6.44839,-6.1834,-5.90546,-5.65769,-5.39544,-5.17859,-4.98298,-4.83587,-4.71114,
