-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.1,-0.1,0,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.199,-0.199,-0.199,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.29701,-0.2962,-0.2962,-0.29701,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.305029,-0.31385,-0.32114,-0.32114,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.385219,-0.305029,-0.311663,-0.321067,-0.32114,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.39404,-0.377929,-0.311663,-0.318953,-0.32114,
-0.679347,-0.663007,-0.585199,-0.4901,-0.39404,-0.39404,-0.39404,-0.372097,-0.31888,-0.32114,
-0.702288,-0.679347,-0.60076,-0.499276,-0.39404,-0.39404,-0.39404,-0.39404,-0.36991,-0.29701,
-0.84409,-0.722101,-0.679347,-0.585199,-0.450829,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,
