-4.12871,-4.04404,-3.90784,-3.65988,-3.25449,-2.6699,-1.89647,-0.999915,0,0,
-4.17677,-4.11235,-3.96353,-3.74809,-3.44889,-3.03153,-2.47705,-1.81033,-0.979724,0,
-4.26927,-4.24599,-4.1039,-3.92703,-3.67174,-3.33564,-2.93121,-2.44403,-1.81572,-0.999915,
-4.43676,-4.40159,-4.28009,-4.1321,-3.90421,-3.64245,-3.32709,-2.96094,-2.49088,-1.8963,
-4.63544,-4.60687,-4.45913,-4.29842,-4.10671,-3.89573,-3.64471,-3.36713,-3.02486,-2.66605,
-4.84696,-4.79973,-4.65762,-4.48325,-4.31864,-4.11736,-3.90006,-3.67854,-3.45192,-3.25005,
-5.1123,-4.99934,-4.85822,-4.67443,-4.50871,-4.31991,-4.10996,-3.93233,-3.76962,-3.63654,
-5.38778,-5.24882,-5.06895,-4.87089,-4.67478,-4.47713,-4.27212,-4.1012,-3.95535,-3.86994,
-5.68654,-5.48484,-5.25999,-5.0208,-4.79071,-4.58123,-4.39187,-4.23508,-4.11992,-4.01044,
-5.99315,-5.69456,-5.40014,-5.1367,-4.87822,-4.63732,-4.45126,-4.30017,-4.1776,-4.07034,
