-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.1,-0.1,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.39404,-0.29701,-0.199,-0.19,-0.1,0,
-0.39404,-0.39404,-0.39404,-0.39404,-0.36991,-0.199,-0.199,-0.199,-0.1,0,
