-4.95114,-4.82339,-4.52843,-4.06212,-3.43585,-2.70988,-1.9,-1,0,0,
-5.0657,-4.95574,-4.71908,-4.36863,-3.92197,-3.3528,-2.67715,-1.89205,-0.998939,0,
-5.2466,-5.15115,-4.96719,-4.68613,-4.32419,-3.87589,-3.32889,-2.67002,-1.89179,-1,
-5.47956,-5.3836,-5.21308,-4.98429,-4.677,-4.3244,-3.86662,-3.32779,-2.67953,-1.9,
-5.72355,-5.61495,-5.44604,-5.24022,-4.99408,-4.68109,-4.31064,-3.87877,-3.3583,-2.70985,
-5.98885,-5.86608,-5.70036,-5.48821,-5.26319,-4.99671,-4.68333,-4.32393,-3.91863,-3.43514,
-6.25285,-6.11327,-5.94029,-5.73508,-5.50176,-5.25286,-4.97038,-4.68617,-4.38572,-4.06157,
-6.51811,-6.35931,-6.1607,-5.94331,-5.71232,-5.4597,-5.20595,-4.96874,-4.72411,-4.52843,
-6.78593,-6.58938,-6.35125,-6.11345,-5.8755,-5.62839,-5.37114,-5.15731,-4.95528,-4.83298,
-7.06018,-6.79021,-6.51907,-6.25096,-5.98742,-5.73266,-5.46543,-5.23618,-5.06751,-4.95114,
