-2.06386,-2.02892,-1.98146,-1.85351,-1.72814,-1.57057,-1.30175,-0.833228,0,0,
-2.06386,-2.04328,-2.01779,-1.94651,-1.81887,-1.6013,-1.33987,-1.06373,-0.61258,0,
-2.14322,-2.08535,-2.06796,-2.00259,-1.83769,-1.67703,-1.51242,-1.25743,-1.0464,-0.815497,
-2.25998,-2.20404,-2.1317,-2.05844,-1.93241,-1.79543,-1.66903,-1.48629,-1.38953,-1.30767,
-2.34249,-2.31668,-2.27114,-2.16187,-2.02814,-1.9314,-1.78937,-1.70227,-1.63157,-1.57057,
-2.45281,-2.41801,-2.34575,-2.2602,-2.16913,-2.03295,-1.94775,-1.84456,-1.78773,-1.79133,
-2.58741,-2.54442,-2.42958,-2.33985,-2.26003,-2.16882,-2.09419,-1.95546,-1.93125,-1.92242,
-2.76222,-2.68988,-2.53786,-2.44465,-2.34767,-2.26972,-2.14523,-2.05977,-2.01072,-1.98369,
-3.00143,-2.87752,-2.71135,-2.55098,-2.42178,-2.29802,-2.19133,-2.1249,-2.07387,-2.01226,
-3.30369,-3.00724,-2.78175,-2.60236,-2.45281,-2.36798,-2.25212,-2.14322,-2.10852,-2.06386,
