-4.51273,-4.41734,-4.24645,-3.91271,-3.3982,-2.70552,-1.89984,-0.999999,0,0,
-4.60737,-4.53988,-4.34621,-4.08295,-3.72355,-3.2294,-2.60826,-1.86525,-0.994274,0,
-4.79137,-4.70095,-4.54227,-4.32634,-4.0326,-3.64756,-3.16309,-2.58251,-1.86725,-0.999998,
-4.95114,-4.90367,-4.76131,-4.57117,-4.3016,-3.98707,-3.61057,-3.16507,-2.61296,-1.89982,
-5.18924,-5.11971,-4.98443,-4.79696,-4.55612,-4.2882,-3.98147,-3.63141,-3.22318,-2.70508,
-5.41974,-5.33413,-5.19148,-5.02283,-4.78478,-4.55722,-4.28969,-4.02946,-3.7066,-3.39375,
-5.68593,-5.57579,-5.398,-5.20698,-4.98555,-4.78724,-4.55551,-4.32568,-4.08116,-3.91423,
-5.9622,-5.79787,-5.5989,-5.40875,-5.18856,-4.96185,-4.7574,-4.55069,-4.35337,-4.24645,
-6.24692,-6.02692,-5.78905,-5.54946,-5.32236,-5.09259,-4.86837,-4.6743,-4.5206,-4.44664,
-6.53746,-6.23755,-5.95268,-5.68372,-5.42275,-5.16541,-4.95114,-4.76161,-4.63732,-4.57462,
