-3.41785,-3.3518,-3.24271,-3.10551,-2.82269,-2.4459,-1.83679,-0.995825,0,0,
-3.47032,-3.40415,-3.28017,-3.16263,-2.93238,-2.60074,-2.19872,-1.64675,-0.920234,0,
-3.57388,-3.46325,-3.38207,-3.26107,-3.07501,-2.8277,-2.50314,-2.12175,-1.63639,-0.995825,
-3.70176,-3.61229,-3.50754,-3.37961,-3.23796,-3.04225,-2.78047,-2.48688,-2.1953,-1.84885,
-3.86185,-3.78763,-3.69079,-3.56286,-3.39116,-3.2248,-3.01947,-2.82021,-2.64301,-2.48349,
-4.01044,-3.95639,-3.8653,-3.72335,-3.56961,-3.41062,-3.24638,-3.06592,-2.98016,-2.87941,
-4.24453,-4.15209,-4.03215,-3.89512,-3.73579,-3.55904,-3.41765,-3.27172,-3.18217,-3.14827,
-4.47317,-4.35157,-4.21185,-4.04059,-3.90563,-3.72639,-3.57497,-3.42906,-3.34332,-3.31028,
-4.79659,-4.57762,-4.37808,-4.18038,-3.99645,-3.8191,-3.65616,-3.52424,-3.44775,-3.44337,
-5.13444,-4.7933,-4.50695,-4.25727,-4.05372,-3.87486,-3.71891,-3.60512,-3.50897,-3.50897,
