-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.1,0,0,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.1,-0.1,0,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.199,-0.199,-0.109,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.20791,-0.21601,-0.199,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.20791,-0.21601,-0.21601,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.199,-0.2071,-0.21601,-0.21601,
-0.679347,-0.679347,-0.585199,-0.4901,-0.39404,-0.29701,-0.2881,-0.2071,-0.2152,-0.21601,
-0.679347,-0.663007,-0.585199,-0.4901,-0.39404,-0.29701,-0.29701,-0.28081,-0.2152,-0.21601,
-0.702288,-0.650281,-0.592465,-0.499276,-0.39404,-0.29701,-0.29701,-0.29701,-0.28,-0.199,
-0.772553,-0.679347,-0.613283,-0.546977,-0.409918,-0.29701,-0.29701,-0.29701,-0.29701,-0.199,
