-4.84669,-4.72186,-4.45894,-4.03125,-3.43038,-2.70953,-1.89999,-1,0,0,
-4.95114,-4.8417,-4.62727,-4.30129,-3.86623,-3.33246,-2.66519,-1.88788,-0.998003,0,
-5.12286,-5.0209,-4.85888,-4.59771,-4.24818,-3.82267,-3.28913,-2.64885,-1.88658,-1,
-5.33635,-5.24347,-5.08066,-4.85176,-4.58344,-4.2361,-3.79726,-3.28743,-2.66702,-1.89999,
-5.56952,-5.47802,-5.32237,-5.11401,-4.87816,-4.57123,-4.2185,-3.81276,-3.3284,-2.70954,
-5.83585,-5.72776,-5.5706,-5.37438,-5.14011,-4.86292,-4.57651,-4.23893,-3.87294,-3.43036,
-6.09388,-5.95877,-5.77993,-5.58547,-5.35949,-5.11055,-4.86962,-4.59536,-4.31976,-4.03652,
-6.36646,-6.20613,-5.99188,-5.78267,-5.56294,-5.32134,-5.09228,-4.84528,-4.63914,-4.47254,
-6.64057,-6.42982,-6.1975,-5.96067,-5.72658,-5.49215,-5.25794,-5.04173,-4.86177,-4.72561,
-6.91358,-6.63538,-6.35725,-6.09604,-5.84067,-5.58344,-5.34119,-5.14595,-4.95114,-4.83846,
