-2.79338,-2.76725,-2.7502,-2.603,-2.37657,-2.12651,-1.70112,-0.972187,0,0,
-2.83765,-2.83608,-2.76741,-2.63121,-2.47671,-2.2665,-1.91168,-1.44649,-0.833228,0,
-2.92029,-2.91485,-2.8451,-2.74017,-2.59583,-2.42169,-2.13093,-1.82194,-1.47493,-0.972187,
-3.03587,-3.018,-2.97048,-2.85566,-2.69388,-2.5662,-2.37558,-2.17942,-1.9446,-1.70696,
-3.17445,-3.13857,-3.07234,-2.97428,-2.8444,-2.71148,-2.56681,-2.41322,-2.27839,-2.16722,
-3.3517,-3.32637,-3.24391,-3.13765,-3.00752,-2.86983,-2.76936,-2.6463,-2.52833,-2.43931,
-3.58527,-3.50644,-3.42227,-3.2883,-3.1364,-2.99576,-2.89404,-2.76922,-2.7052,-2.64967,
-3.8271,-3.69395,-3.57854,-3.41675,-3.26504,-3.11006,-3.00924,-2.91131,-2.83957,-2.82003,
-4.0937,-3.89646,-3.71725,-3.51736,-3.35268,-3.21698,-3.10383,-3.01183,-2.92547,-2.88844,
-4.43945,-4.10092,-3.81905,-3.60574,-3.44341,-3.29667,-3.17445,-3.03587,-2.96552,-2.94294,
