-4.36095,-4.28493,-4.11317,-3.80014,-3.35052,-2.69509,-1.89925,-0.99999,0,0,
-4.41734,-4.34885,-4.18673,-3.9675,-3.60519,-3.13963,-2.55743,-1.84641,-0.989225,0,
-4.56279,-4.48502,-4.33609,-4.14507,-3.86465,-3.50995,-3.05229,-2.52184,-1.84533,-0.999987,
-4.71849,-4.66836,-4.54417,-4.3668,-4.13218,-3.82229,-3.47761,-3.07316,-2.5623,-1.89913,
-4.95114,-4.88619,-4.76446,-4.57789,-4.36222,-4.09728,-3.83925,-3.51188,-3.14926,-2.69509,
-5.19502,-5.09719,-4.97036,-4.78284,-4.59181,-4.37414,-4.10892,-3.85749,-3.59618,-3.34461,
-5.4309,-5.30293,-5.1605,-4.98764,-4.78817,-4.58262,-4.36071,-4.13182,-3.9209,-3.78752,
-5.70111,-5.55244,-5.37748,-5.17077,-4.96989,-4.76272,-4.56406,-4.33657,-4.16532,-4.07034,
-5.99206,-5.78435,-5.55165,-5.32602,-5.10347,-4.873,-4.66543,-4.46157,-4.31527,-4.24645,
-6.30021,-5.99315,-5.70111,-5.42785,-5.17023,-4.94249,-4.74136,-4.56112,-4.41024,-4.33621,
